ACCESSION_NUMBER	BORROWER_ID	NAME	LEI	AGGREGATE_VALUE
0000036405-25-000240	918360	BMO Capital Markets Corp.	RUC0QBLBRPRCU4W1NE59	1882221
0000036405-25-000240	918362	Barclays Capital Inc	AC28XWWI3WIBK2824319	74886041.45
0000036405-25-000240	918378	RBC Dominion Securities Inc	549300QJJX6CVVUXLE15	3574332
0000036405-25-000240	918379	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	6639574
0000036405-25-000240	918382	The Bank of Nova Scotia Houston Branch	L3I9ZG2KFGXZ61BMYR72	1177920
0001004726-25-002059	918507	VIRTU AMERICAS, LLC	549300RA02N3BNSWBV74	6517472
0001004726-25-002059	918510	Natixis Securities Americas LLC	549300L8G1E7ZHVEOG75	9760011
0001004726-25-002059	918512	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	1804634
0001004726-25-002059	918514	CITADEL CLEARING LLC	5493001I7IJ4CW6Q9N27	69120
0000035402-25-001329	911256	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	2260347
0000035402-25-001329	911259	NOMURA SECURITIES INTERNATIONAL INC	OXTKY6Q8X53C9ILVV871	726950
0000035402-25-001329	911262	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	16034440
0000035402-25-001351	911305	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	8766540
0000035402-25-001351	911308	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	1038960
0000035402-25-001475	911922	WELLS FARGO SECURITIES, LLC(GOV REPO)	VYVVCKR63DVZZN70PB21	3247875
0000035402-25-001475	911925	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	645138
0000035402-25-002118	918831	JEFFERIES LLC	58PU97L1C0WSRCWADL48	191919
0000035402-25-002136	918974	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	98449458.7
0000035402-25-002136	918980	NATIONAL FINANCIAL SERVICES, LLC	549300JRHF1MHHWUAW04	1670214
0000862084-25-000080	919123	Velocity Clearing LLC	984500T997U2DFD6C761	7550.4
0000036405-25-000234	918143	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	223041
0000940400-25-010613	920116	BofA Securities, Inc.	549300HN4UKV1E2R3U73	301970263
0000940400-25-010613	920121	National Financial Services LLC	549300JRHF1MHHWUAW04	237495491.48
0000940400-25-010613	920123	SG AMERICAS SECURITIES LLC	549300F35UE0BOM1WJ55	40170174
0000940400-25-010613	920127	STATE STREET BANK & TRUST COMPANY	571474TGEMMWANRLN572	178951339.98
0001410368-25-032006	924110	Macquarie Bank Limited	4ZHCHI4KYZG2WVRT8631	27510.5
0001410368-25-032006	924120	National Financial Services LLC	549300JRHF1MHHWUAW04	28645923.25
0001193125-25-293563	917524	BOFA SECURITIES  INC.	549300HN4UKV1E2R3U73	15356495.89
0000777535-25-000042	924204	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	24676478.43
0000777535-25-000042	924205	JP MORGAN SECURITIES PLC	K6Q0W1PS1L1O4IQL9C32	62896387.46
0000777535-25-000042	924210	MORGAN STANLEY & CO. INTERNATIONAL PLC.	4PQUHN3JPFGFNF3BB653	24403443.21
0000777535-25-000042	924221	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	36877253.3
0001410368-25-032043	924891	UBS AG	BFM8T61CT2L1QCEMIK50	484314.48
0001410368-25-032043	924892	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	4191063.28
0001410368-25-032043	924900	TD Securities (USA) LLC	SUVUFHICNZMP2WKHG940	1230613.82
0001410368-25-032201	925164	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	186197646.27
0001410368-25-017836	908793	CITADEL CLEARING LLC	5493001I7IJ4CW6Q9N27	4303385.4705
0001410368-25-017836	908796	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	41500017.156
0001410368-25-017836	908801	MUFG SECURITIES AMERICAS INC.	K5HU16E3LMSVCCJJJ255	47197364.8966
0001410368-25-017836	908804	MORGAN STANLEY & CO LLC	9R7GPTSO7KV3UQJZQ078	61991094.2491
0001410368-25-017836	908812	BofA Securities, Inc.	549300HN4UKV1E2R3U73	86624973.7055
0001410368-25-017836	908813	Scotia Capital Inc	5493009NLZXZGJDOPC94	11866658.3167
0001410368-25-031990	923989	Jefferies LLC	58PU97L1C0WSRCWADL48	37995
0001378872-25-000392	913743	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	4716403.16
0001378872-25-000392	913747	UBS Securities LLC.	T6FIZBDPKLYJKFCRVK44	230958
0002071691-25-003731	910761	STATE STREET BANK & TRUST COMPANY	571474TGEMMWANRLN572	538494754.4
0002071691-25-003731	910763	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	50000000
0000035402-25-001403	911502	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	187421
0001410368-25-019349	912564	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	3006055.65999999
0002071691-25-006501	917269	TRUIST SECURITIES INC	CSVTK36R0PNGXEM7NS14	991218.13
0001099263-25-003640	920893	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	11787482
0001099263-25-003640	920895	NATIONAL FINANCIAL SERVICES LLC	549300JRHF1MHHWUAW04	566276
0000052848-25-000256	910821	State Street Bank and Trust Company	571474TGEMMWANRLN572	4453625
0001410368-25-017888	909246	TD Prime Services LLC	549300ZBQI1JB1844X09	4121174.0836
0001410368-25-017888	909252	Bank of Nova Scotia New York Agency	N/A	59919012.003
0001410368-25-017888	909255	MUFG SECURITIES AMERICAS INC.	K5HU16E3LMSVCCJJJ255	7259874.98978
0001410368-25-017888	909261	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	69658316.29427014
0000777535-25-000037	922107	NATIONAL FINANCIAL SERVICES LLC	549300JRHF1MHHWUAW04	7574614
0001410368-25-031937	923539	SG Americas Securities, LLC	549300F35UE0BOM1WJ55	1101620.16
0001410368-25-031937	923542	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	40849638.52
0001410368-25-031937	923550	Jefferies LLC	58PU97L1C0WSRCWADL48	23365878.43
0001410368-25-017267	908398	J.P. Morgan Securities LLC	ZBUT11V806EZRVTWT807	45491936
0002071691-25-007618	925737	VIRTU AMERICAS, LLC	549300RA02N3BNSWBV74	6501963.68
0002071691-25-007652	925961	BMO Capital Markets	RUC0QBLBRPRCU4W1NE59	4647287.57
0002071691-25-007652	925978	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	43944809.79
0002071691-25-007652	925989	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	395501432.890383
0002071691-25-007650	925996	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	1895.697
0002071691-25-007646	926054	Jefferies LLC	58PU97L1C0WSRCWADL48	13915815.58
0000036405-25-000241	918230	Barclays Capital Inc	AC28XWWI3WIBK2824319	3730650
0000035402-25-001373	911429	CANADIAN IMPRL BK COMM NY BRH	549300H8L46OOZOFHU82	5183
0000035402-25-001373	911434	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	1091279.79
0000035402-25-001373	911437	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	518693
0000035402-25-001373	911439	BMO CAPITAL MARKETS CORP	RUC0QBLBRPRCU4W1NE59	5019
0001193125-25-293324	917172	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	116033234.051134
0001193125-25-293324	917178	JEFFERIES LLC	58PU97L1C0WSRCWADL48	21015305.657772
0001193125-25-293324	917198	GOLDMAN SACHS INTERNATIONAL	W22LROWP2IHZNBB6K528	12375967.451009
0000052848-25-000265	910926	National Financial Services LLC	549300JRHF1MHHWUAW04	16201736
0000052848-25-000265	910940	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	23895165
0001021882-25-000198	911039	Citigroup Global Markets Inc	MBNUM2BPBDO7JBLYG310	17092
0000752177-25-000253	918110	Barclays Capital Inc	AC28XWWI3WIBK2824319	33798000
0000036405-25-000236	918170	Citigroup Global Markets Inc	MBNUM2BPBDO7JBLYG310	10804614
0000036405-25-000236	918177	TD Prime Services, Inc.	549300ZBQI1JB1844X09	103740
0001193125-25-251567	909584	UBS AG LONDON	BFM8T61CT2L1QCEMIK50	2770385.3
0001193125-25-251567	909585	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	60429054.03
0001193125-25-251567	909586	NOMURA SECURITIES INTL INC	OXTKY6Q8X53C9ILVV871	5979837
0000923202-25-000082	918214	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	136728101.6
0000923202-25-000082	918221	SG Americas Securities LLC	549300F35UE0BOM1WJ55	7605091.88
0000036405-25-000235	918246	ING Financial Markets LLC	KBVRJ5K57JZ3E2AVWX40	920094
0000036405-25-000242	918270	BofA Securities Inc	549300HN4UKV1E2R3U73	270184789.7
0000036405-25-000242	918271	CANTOR FITZGERALD	5493004J7H4GCPG6OB62	13933.94
0000036405-25-000242	918277	HSBC Bank PLC	MP6I5ZYZBEU3UXPYFY54	3724724
0000036405-25-000242	918279	Jefferies LLC	58PU97L1C0WSRCWADL48	21981226
0001004726-25-002043	918561	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	29155208.07
0001004726-25-002043	918576	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	12424943.92
0001004726-25-002043	918581	TD Prime Services LLC	549300ZBQI1JB1844X09	697406.69
0000862084-25-000081	918615	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	1103036
0000889519-25-000042	918429	Barclays Capital Inc	AC28XWWI3WIBK2824319	11444357.72
0000889519-25-000042	918436	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	4189114.91
0000889519-25-000042	918439	Mizuho Securities USA, LLC	5493004GRDTUI7EMIZ82	110214.1
0000889519-25-000042	918445	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	169744.11
0001193125-25-293319	917131	MORGAN STANLEY & CO. INTERNATIONAL PLC	4PQUHN3JPFGFNF3BB653	11792872.293548
0001193125-25-293319	917132	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	115148255.89102
0001193125-25-293319	917133	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	116991183.88
0001193125-25-293319	917143	GOLDMAN SACHS INTERNATIONAL	W22LROWP2IHZNBB6K528	5751580.001118
0001193125-25-293319	917144	CITIGROUP GLOBAL MARKETS LIMITED	XKZZ2JZF41MRHTR1V493	2479129.310827
0002071691-25-006423	917159	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	2578377.4
0002071691-25-006423	917161	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	1177939.36
0001004726-25-002038	918403	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	1397904.74
0001004726-25-002038	918417	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	11060417.52
0001410368-25-017278	908465	BNP Paribas Securities Corp	RCNB6OTYUAMMP879YW96	138016
0001410368-25-017278	908467	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	1517234
0001193125-25-293283	917111	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	77420819.08
0000940400-25-010616	920165	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	14377746.15
0000940400-25-010642	920242	Natixis Securities Americas LLC	549300L8G1E7ZHVEOG75	112536699
0000940400-25-010642	920247	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	263433681.23
0000940400-25-010642	920248	Pershing LLC	ZI8Q1A8EI8LQFJNM0D94	125257.2
0000940400-25-010642	920250	STATE STREET BANK & TRUST COMPANY	571474TGEMMWANRLN572	67539984.9
0000940400-25-010634	920220	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	2124096
0000035402-25-002272	920530	WELLS FARGO SECURITIES, LLC(GOV REPO)	VYVVCKR63DVZZN70PB21	4300224
0001099263-25-003622	920547	MIZUHO SECURITIES USA LLC.	7TK5RJIZDFROZCA6XF66	345500
0001099263-25-003622	920548	CHARLES SCHWAB & .CO., INC.	549300ZP8XN77GK5BS04	530934
0001099263-25-003622	920550	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	28942.84
0001410368-25-017274	908436	Barclays Capital Inc.	AC28XWWI3WIBK2824319	5075375.04
0001410368-25-017274	908439	J.P. Morgan Securities LLC	ZBUT11V806EZRVTWT807	5997130.7
0001410368-25-017274	908444	Wells Fargo Securities, LLC	VYVVCKR63DVZZN70PB21	151756.97
0000035402-25-002202	920109	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	48041708
0000035402-25-001446	911692	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	5304648.18
0000035402-25-001446	911696	BMO CAPITAL MARKETS CORP	RUC0QBLBRPRCU4W1NE59	285916.95
0000940400-25-010641	920576	BofA Securities, Inc.	549300HN4UKV1E2R3U73	143185564.6
0000940400-25-010641	920579	National Financial Services LLC	549300JRHF1MHHWUAW04	7853916
0000052848-25-000264	910902	RBC Dominion Securities Inc	549300QJJX6CVVUXLE15	1319964
0000052848-25-000264	910904	Barclays Capital Inc	AC28XWWI3WIBK2824319	69191016
0000052848-25-000264	910894	National Financial Services LLC	549300JRHF1MHHWUAW04	5841946
0000035402-25-001335	911248	ING FINANCIAL MARKETS LLC	KBVRJ5K57JZ3E2AVWX40	330010
0001410368-25-031954	923852	BofA Securities, Inc.	549300HN4UKV1E2R3U73	18620106.92
0001410368-25-031954	923854	Macquarie Bank Limited	4ZHCHI4KYZG2WVRT8631	31816
0002071691-25-007634	925745	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	6660244.74
0002071691-25-007634	925753	CITADEL CLEARING LLC	5493001I7IJ4CW6Q9N27	30246244
0002071691-25-007634	925758	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	539462908.63
0002071691-25-007667	926175	Jefferies LLC	58PU97L1C0WSRCWADL48	13477540
0002071691-25-007667	926180	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	32157439.17
0002071691-25-007667	926182	BofA Securities, Inc.	549300HN4UKV1E2R3U73	6739577
0000035402-25-001386	911446	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	266073456.26
0000035402-25-001386	911463	SCOTIA CAPITAL (USA) INC.	549300BLWPABP1VNME36	53762024.77
0000035402-25-001416	911489	CANADIAN IMPRL BK COMM NY BRH	549300H8L46OOZOFHU82	32845724.47
0000035402-25-001416	911491	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	16934005.53
0000035402-25-001441	911646	WELLS FARGO SECURITIES, LLC(GOV REPO)	VYVVCKR63DVZZN70PB21	15462254.27
0000035402-25-001441	911653	NOMURA SECURITIES INTERNATIONAL INC	OXTKY6Q8X53C9ILVV871	9632976
0000035402-25-001441	911660	BMO CAPITAL MARKETS CORP	RUC0QBLBRPRCU4W1NE59	2411005.5
0000035402-25-001441	911661	NATIONAL FINANCIAL SERVICES, LLC	549300JRHF1MHHWUAW04	3005458.32
0000035402-25-001440	911664	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	67374563.96
0000035402-25-001440	911677	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	96608335.02
0001410368-25-032289	925557	Citigroup Global Markets Inc.	MBNUM2BPBDO7JBLYG310	25373181.01
0000035402-25-001477	911829	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	15014717
0000035402-25-001477	911834	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	600596
0000035402-25-001477	911835	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	12495753.57
0000035402-25-001485	911886	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	12980859
0000035402-25-001485	911889	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	192845178.86
0000035402-25-001485	911892	JEFFERIES LLC	58PU97L1C0WSRCWADL48	9961621
0001410368-25-032903	928907	RBC DOMINION SECURITIES INC	549300QJJX6CVVUXLE15	9598123.52
0001410368-25-032903	928911	JEFFERIES LLC	58PU97L1C0WSRCWADL48	5876383.18
0001004726-25-003417	937570	STATE STREET BANK AND TRUST CO	571474TGEMMWANRLN572	86707104.92999992
0001004726-25-003417	937588	COWEN & CO LLC	549300WR155U7DVMIW58	6841000
0001004726-25-003417	937589	MIZUHO SEC USA LLC.	7TK5RJIZDFROZCA6XF66	1650620.54999999
0000035402-25-003013	935688	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	250049176.79
0000035402-25-003013	935698	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	9519934.77
0000035402-25-003013	935701	BMO CAPITAL MARKETS CORP	RUC0QBLBRPRCU4W1NE59	82121229.02
0000035402-25-003013	935702	SCOTIA CAPITAL (USA) INC.	549300BLWPABP1VNME36	22501895.12
0002071691-25-009312	932015	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	54012188
0002071691-25-009312	932016	National Financial Services LLC	549300JRHF1MHHWUAW04	2220592
0002071691-25-009312	932019	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	13579500
0002071691-25-009312	932014	BNP Paribas Securities Corp	RCNB6OTYUAMMP879YW96	25678304
0001084380-25-000525	940721	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	11226697.58
0001084380-25-000525	940728	SCOTIA CAPITAL (USA) INC.	549300BLWPABP1VNME36	2922961.13
0000857489-25-000147	933868	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	16634560.04
0000857489-25-000147	933869	BMO Capital Markets Corp.	RUC0QBLBRPRCU4W1NE59	2327476
0000857489-25-000147	933874	Morgan Stanley & Co International PLC	4PQUHN3JPFGFNF3BB653	50011953.35
0000857489-25-000147	933880	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	31266942.35
0000857489-25-000147	933882	Bank of Montreal	NQQ6HPCNCCU6TUTQYE16	133453.6
0000857489-25-000147	933884	Barclays Capital Inc	AC28XWWI3WIBK2824319	9241478.13
0001410368-25-040405	930553	BNP Paribas Prime Brokerage International Ltd	549300KUN9K9K32C6D97	11615276
0001410368-25-040405	930554	BOFA Securities, Inc.	549300HN4UKV1E2R3U73	272882180
0001410368-25-040405	930555	Bank of Nova Scotia (Houston Branch)	L3I9ZG2KFGXZ61BMYR72	37018193.98
0001410368-25-042035	933176	Jefferies LLC	58PU97L1C0WSRCWADL48	736710.3
0001410368-25-040419	930654	BMO Capital Markets Corp. 5221	RUC0QBLBRPRCU4W1NE59	29813254.62
0001410368-25-040419	930662	CIBC New York Branch	2IGI19DL77OX0HC3ZE78	37151334
0001410368-25-040419	930669	Jefferies LLC	58PU97L1C0WSRCWADL48	809727.7
0001410368-25-040419	930670	Morgan Stanley & Co Inc (NY)	9R7GPTSO7KV3UQJZQ078	275283543.1
0001410368-25-040419	930673	RBC Dominion Securities Inc.	549300QJJX6CVVUXLE15	74455258.38
0001410368-25-040419	930676	TD Prime Services LLC	549300ZBQI1JB1844X09	8435
0001410368-25-040425	930740	BMO Nesbitt Burns	M3LKFDNSJGJ7TMLH6Z15	23598501.39
0001410368-25-040425	930750	Citigroup Global Markets Inc.	MBNUM2BPBDO7JBLYG310	18452.72
0001410368-25-040425	930757	Morgan Stanley & Co Inc (NY)	9R7GPTSO7KV3UQJZQ078	139725622.98
0001410368-25-040425	930761	RBC Dominion Securities Inc.	549300QJJX6CVVUXLE15	52365623.64
0001410368-25-040425	930763	State Street Bank and Trust Company	571474TGEMMWANRLN572	79209794.06
0001410368-25-040424	930689	BNP PARIBAS PB INTL LTD	549300KUN9K9K32C6D97	19284668.35999999
0001410368-25-040424	930703	MAREX FINANCIAL	N/A	3947842.8
0001410368-25-040424	930704	MIZUHO SEC USA LLC.	7TK5RJIZDFROZCA6XF66	10526483.46
0001410368-25-040424	930707	NATIONAL FINANCIAL SERVICE LLC	549300JRHF1MHHWUAW04	5218606.54999999
0001410368-25-040430	930807	DEUTSCHE BANK SECURITIES INC	9J6MBOOO7BECTDTUZW19	660934
0001410368-25-040430	930822	RBC DOMINION SECURITIES INC	549300QJJX6CVVUXLE15	378924
0001410368-25-040430	930826	STATE STREET BANK AND TRUST CO	571474TGEMMWANRLN572	13699685.97999999
0001410368-25-038298	929566	Barclays Capital Inc.	AC28XWWI3WIBK2824319	10558563.21
0001410368-25-038298	929568	National Financial Services LLC	549300JRHF1MHHWUAW04	1853000
0001193125-25-334199	938496	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	8176504.6
0001193125-25-334199	938501	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	21905249.49
0001193125-25-334214	938618	Virtu AMERICAS LLC	549300RA02N3BNSWBV74	318761.502426
0001193125-25-334214	938622	J.P. MORGAN SECURITIES PLC	K6Q0W1PS1L1O4IQL9C32	8317.007791
0000035402-25-002966	935070	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	1325
0000035402-25-002966	935075	NATIONAL FINANCIAL SERVICES, LLC	549300JRHF1MHHWUAW04	10335
0000035402-25-002946	935201	UBS SECURITIES LLC.	T6FIZBDPKLYJKFCRVK44	875862
0001193125-25-334203	938506	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	31823078.899996
0001193125-25-334203	938507	Virtu AMERICAS LLC	549300RA02N3BNSWBV74	255649.858845
0001410368-25-043395	938971	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	10252814.803528
0001410368-25-043395	938983	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	62554186.958088
0000857489-25-000151	934005	Bank of Montreal	NQQ6HPCNCCU6TUTQYE16	1509990.42
0001410368-25-042012	933160	National Financial Services LLC	549300JRHF1MHHWUAW04	841437.82
0001410368-25-043505	939562	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	162440827.853689
0001410368-25-043505	939565	Jefferies LLC	58PU97L1C0WSRCWADL48	8141028.629809
0001410368-25-043505	939576	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	85238.147888
0001410368-25-043505	939577	VIRTU AMERICAS, LLC	549300RA02N3BNSWBV74	290820
0000035402-25-003052	935800	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	698945352.29
0000035402-25-003052	935801	CANADIAN IMPRL BK COMM NY BRH	549300H8L46OOZOFHU82	67241094.1
0000035402-25-003052	935809	NOMURA SECURITIES INTERNATIONAL INC	OXTKY6Q8X53C9ILVV871	61110954
0000035402-25-003052	935815	UBS SECURITIES LLC.	T6FIZBDPKLYJKFCRVK44	11987102
0000035402-25-003052	935818	SCOTIA CAPITAL (USA) INC.	549300BLWPABP1VNME36	128097289.72
0000857489-25-000149	933941	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	30100298.45
0001193125-25-334200	938574	BARCLAYS CAPITAL, INC.	AC28XWWI3WIBK2824319	976778.535899
0001193125-25-334200	938578	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	1992760.845876
0001193125-25-334200	938579	SOCIETE GENERALE PARIS BRANCH	O2RNE8IBXP4R0TD8PU41	323046.104694
0001410368-25-043387	938849	STATE STREET BANK & TRUST COMPANY	571474TGEMMWANRLN572	14826023.19758
0001410368-25-043387	938851	Scotia Capital Inc	5493009NLZXZGJDOPC94	70847630.8481516
0001410368-25-043382	939059	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	29176591.864171
0000736054-25-000149	933973	Morgan Stanley & Co International PLC	4PQUHN3JPFGFNF3BB653	1318389243
0000736054-25-000149	933974	HSBC Bank PLC	MP6I5ZYZBEU3UXPYFY54	88812156.92
0000736054-25-000149	933988	TD Prime Services, Inc.	549300ZBQI1JB1844X09	734551.48
0001084380-25-000533	940823	MORGAN STANLEY & CO. LLC.	9R7GPTSO7KV3UQJZQ078	47338052.16
0000035402-25-003068	935612	WELLS FARGO SECURITIES, LLC(GOV REPO)	VYVVCKR63DVZZN70PB21	5098232.2
0001193125-25-334136	938481	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	7046943.9366
0001209466-25-000763	941289	WELLS FARGO BANK NA	KB1H1DSPRFMYMCUFXT09	150717811.55
0001209466-25-000763	941299	Jefferies LLC	58PU97L1C0WSRCWADL48	4151553.85
0001209466-25-000763	941307	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	48904205.7
0001209466-25-000763	941314	THE BANK OF NOVA SCOTIA	L3I9ZG2KFGXZ61BMYR72	27760469.65
0000734383-25-000145	934031	National Financial Services LLC	549300JRHF1MHHWUAW04	1715090
0000734383-25-000145	934039	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	26068504
0000734383-25-000145	934041	RBC Dominion Securities Inc	549300QJJX6CVVUXLE15	220864
0000734383-25-000145	934043	Barclays Capital Inc	AC28XWWI3WIBK2824319	21412959.08
0001004655-25-000255	934071	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	2450034
0001004655-25-000255	934072	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	3244839
0000940400-25-014474	934135	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	20083449.72
